, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
348, 355, 3851, 0.430395, 0.4, 0.2, 0, 0.2, 0, 0.2
349, 356, 3851, 0.462185, 0.6, 0, 0, 0.2, 0.2, 0
350, 357, 3851, 0.453735, 0.2, 0, 0.2, 0.6, 0, 0
351, 358, 3851, 0.536111, 0, 0, 0, 0.8, 0, 0.2
352, 359, 3851, 0.482993, 0.6, 0, 0, 0, 0.2, 0.2
353, 360, 3851, 0.434941, 0, 0.2, 0.4, 0.2, 0.2, 0
354, 361, 3851, 0.476371, 0, 0.6, 0, 0.2, 0.2, 0
355, 362, 3851, 0.429591, 0, 0.6, 0.2, 0, 0, 0.2
356, 363, 3851, 0.461493, 0.2, 0, 0.2, 0, 0.2, 0.4
357, 364, 3851, 0.509479, 0.2, 0, 0, 0.2, 0.2, 0.4
358, 365, 3851, 0.477888, 0.2, 0, 0, 0.2, 0, 0.6
359, 366, 3851, 0.433391, 0.5, 0, 0.2, 0.1, 0.2, 0
360, 367, 3851, 0.412358, 0, 0.1, 0.6, 0, 0, 0.3
361, 368, 3851, 0.452706, 0, 0, 0.1, 0.1, 0.8, 0
362, 369, 3851, 0.458436, 0.1, 0, 0.2, 0.1, 0, 0.6
363, 370, 3851, 0.493759, 0, 0, 0, 0.1, 0.3, 0.6
364, 371, 3851, 0.475827, 0.3, 0, 0, 0.1, 0.4, 0.2
365, 372, 3851, 0.46345, 0.1, 0, 0.2, 0.4, 0, 0.3
366, 373, 3851, 0.448578, 0.1, 0.4, 0, 0, 0.2, 0.3
367, 374, 3851, 0.47393, 0.3, 0, 0, 0.2, 0, 0.5
368, 375, 3851, 0.497915, 0.1, 0, 0, 0.2, 0, 0.7
369, 376, 3851, 0.489026, 0, 0.1, 0, 0.5, 0.2, 0.2
370, 377, 3851, 0.462942, 0.2, 0.1, 0, 0.4, 0, 0.3
371, 378, 3851, 0.40929, 0.2, 0.3, 0.1, 0.4, 0, 0
372, 379, 3851, 0.431015, 0.3, 0, 0.2, 0, 0.5, 0
373, 380, 3851, 0.439635, 0, 0.2, 0.2, 0.3, 0.3, 0
374, 381, 3851, 0.411585, 0, 0.2, 0.7, 0, 0.1, 0
375, 382, 3851, 0.464072, 0, 0, 0.1, 0.6, 0.2, 0.1
376, 383, 3851, 0.385206, 0.3, 0.6, 0, 0, 0.1, 0
377, 384, 3851, 0.474735, 0, 0.3, 0, 0.3, 0.1, 0.3
378, 386, 3851, 0.417693, 0.4, 0, 0.3, 0, 0.3, 0
379, 387, 3851, 0.387935, 0.4, 0.5, 0, 0.1, 0, 0
380, 388, 3851, 0.410749, 0.8, 0.1, 0, 0, 0.1, 0
381, 389, 3851, 0.412141, 0.5, 0.1, 0.1, 0, 0.3, 0
382, 390, 3851, 0.460996, 0.2, 0, 0.1, 0.4, 0, 0.3
383, 391, 3851, 0.403311, 0.5, 0.1, 0.1, 0.3, 0, 0
384, 392, 3851, 0.408117, 0.3, 0.3, 0.3, 0, 0.1, 0
385, 393, 3851, 0.423369, 0, 0, 0.6, 0.1, 0.3, 0
386, 394, 3851, 0.436663, 0.2, 0, 0.3, 0, 0.3, 0.2
387, 395, 3851, 0.390048, 0.3, 0.6, 0.1, 0, 0, 0
388, 396, 3851, 0.416213, 0, 0.5, 0.1, 0, 0.4, 0
389, 397, 3851, 0.412706, 0.1, 0.3, 0.2, 0.4, 0, 0
390, 398, 3851, 0.379411, 0.5, 0.2, 0.2, 0.1, 0, 0
391, 399, 3851, 0.444053, 0, 0, 0.2, 0.5, 0.3, 0
392, 400, 3851, 0.375267, 0.7, 0.3, 0, 0, 0, 0
393, 401, 3851, 0.416503, 0.1, 0.5, 0.3, 0, 0.1, 0
394, 402, 3851, 0.398644, 0.2, 0.7, 0, 0, 0.1, 0
395, 403, 3851, 0.44074, 0.7, 0, 0, 0, 0.3, 0
396, 404, 3851, 0.418655, 0, 0, 0.6, 0, 0.3, 0.1
397, 405, 3851, 0.465513, 0, 0.6, 0, 0.4, 0, 0
398, 406, 3851, 0.429572, 0, 0.3, 0.1, 0, 0.6, 0
399, 407, 3851, 0.454913, 0.1, 0, 0.1, 0.5, 0, 0.3
400, 408, 3851, 0.437986, 0, 0.2, 0.3, 0.4, 0, 0.1
401, 409, 3851, 0.432493, 0.1, 0, 0.7, 0.1, 0, 0.1
402, 410, 3851, 0.401745, 0.2, 0.6, 0.1, 0, 0.1, 0
403, 411, 3851, 0.416097, 0, 0.4, 0.3, 0, 0, 0.3
404, 412, 3851, 0.45031, 0.2, 0, 0, 0.1, 0.7, 0
405, 413, 3851, 0.483051, 0.3, 0, 0, 0.4, 0, 0.3
406, 414, 3851, 0.43841, 0, 0.1, 0.4, 0.3, 0.2, 0
407, 415, 3851, 0.456221, 0, 0.2, 0.1, 0.7, 0, 0
408, 416, 3851, 0.473308, 0.4, 0, 0, 0.3, 0.1, 0.2
409, 417, 3851, 0.447172, 0, 0, 0.3, 0.2, 0.5, 0
410, 418, 3851, 0.475182, 0.1, 0.1, 0, 0.5, 0.3, 0
411, 419, 3851, 0.451413, 0, 0.1, 0.1, 0, 0.2, 0.6
412, 420, 3851, 0.47048, 0.1, 0.1, 0, 0.6, 0.2, 0
413, 421, 3851, 0.409792, 0.3, 0.3, 0.1, 0.3, 0, 0
414, 422, 3851, 0.508931, 0.1, 0, 0, 0.3, 0.4, 0.2
415, 423, 3851, 0.439313, 0, 0.4, 0.3, 0.2, 0, 0.1
416, 424, 3851, 0.481113, 0, 0.4, 0, 0.3, 0.2, 0.1
417, 425, 3851, 0.430736, 0.2, 0.1, 0, 0.1, 0, 0.6
418, 426, 3851, 0.464888, 0.1, 0, 0.1, 0, 0.2, 0.6
419, 427, 3851, 0.432264, 0, 0.5, 0.3, 0.2, 0, 0
420, 428, 3851, 0.430793, 0.5, 0, 0.4, 0, 0.1, 0
421, 429, 3851, 0.431795, 0.3, 0, 0.4, 0.1, 0.2, 0
422, 430, 3851, 0.427459, 0, 0, 0.1, 0, 0.7, 0.2
423, 431, 3851, 0.415772, 0, 0.4, 0.4, 0.1, 0, 0.1
424, 432, 3851, 0.445463, 0, 0.1, 0.1, 0, 0.5, 0.3
425, 433, 3851, 0.490694, 0, 0.2, 0, 0.4, 0.4, 0
426, 434, 3851, 0.423654, 0, 0.2, 0.1, 0, 0, 0.7
427, 435, 3851, 0.447446, 0, 0.2, 0, 0.1, 0, 0.7
428, 436, 3851, 0.397889, 0.2, 0.5, 0.2, 0.1, 0, 0
429, 437, 3851, 0.488269, 0.1, 0, 0, 0.5, 0, 0.4
430, 438, 3851, 0.451919, 0, 0.3, 0.1, 0.2, 0.4, 0
431, 439, 3851, 0.467093, 0.5, 0.1, 0, 0, 0.2, 0.2
432, 440, 3851, 0.472963, 0, 0, 0.1, 0.2, 0.7, 0
433, 441, 3851, 0.399244, 0.1, 0.8, 0.1, 0, 0, 0
434, 442, 3851, 0.428148, 0, 0.4, 0.1, 0, 0.3, 0.2
435, 443, 3851, 0.418872, 0, 0.3, 0.4, 0.1, 0, 0.2
436, 444, 3851, 0.443683, 0.3, 0, 0.2, 0, 0.1, 0.4
437, 445, 3851, 0.451952, 0, 0, 0.1, 0, 0.4, 0.5
438, 446, 3851, 0.463818, 0, 0.6, 0, 0.1, 0.2, 0.1
439, 447, 3851, 0.412196, 0, 0.2, 0.3, 0, 0.4, 0.1
440, 448, 3851, 0.460593, 0.4, 0.1, 0, 0, 0.2, 0.3
441, 450, 3851, 0.498903, 0.3, 0, 0, 0.3, 0.1, 0.3
442, 451, 3851, 0.430514, 0.4, 0, 0.1, 0.1, 0.4, 0
443, 452, 3851, 0.418983, 0.2, 0.1, 0.6, 0, 0.1, 0
444, 453, 3851, 0.449421, 0.1, 0, 0.1, 0.1, 0, 0.7
445, 454, 3851, 0.408702, 0.7, 0.1, 0.1, 0.1, 0, 0
446, 455, 3851, 0.462077, 0.4, 0, 0.1, 0, 0.3, 0.2
447, 456, 3851, 0.459443, 0.5, 0, 0, 0.5, 0, 0
448, 457, 3851, 0.449045, 0.3, 0, 0.1, 0.6, 0, 0
449, 458, 3851, 0.432783, 0.3, 0, 0.3, 0.4, 0, 0
450, 459, 3851, 0.413851, 0.2, 0.2, 0.3, 0, 0, 0.3
451, 460, 3851, 0.405332, 0.5, 0.1, 0.1, 0, 0, 0.3
452, 461, 3851, 0.494357, 0, 0, 0, 0.5, 0.3, 0.2
453, 462, 3851, 0.441073, 0, 0.4, 0, 0, 0.1, 0.5
454, 463, 3851, 0.458278, 0, 0.3, 0, 0.1, 0.5, 0.1
455, 464, 3851, 0.429609, 0, 0.1, 0, 0, 0.6, 0.3
456, 465, 3851, 0.416759, 0.1, 0, 0.5, 0.1, 0.3, 0
457, 466, 3851, 0.460969, 0, 0.4, 0, 0.2, 0.1, 0.3
458, 467, 3851, 0.408396, 0.1, 0.1, 0.4, 0, 0.4, 0
459, 468, 3851, 0.440497, 0.1, 0, 0.2, 0.2, 0.5, 0
460, 469, 3851, 0.460166, 0, 0.5, 0, 0.2, 0, 0.3
461, 470, 3851, 0.451928, 0.2, 0, 0.1, 0.6, 0.1, 0
462, 471, 3851, 0.476097, 0.3, 0, 0, 0.5, 0.2, 0
463, 472, 3851, 0.479839, 0, 0, 0, 0.3, 0.5, 0.2
464, 473, 3851, 0.425829, 0, 0.2, 0.4, 0, 0.1, 0.3
465, 474, 3851, 0.441757, 0, 0.4, 0.1, 0.3, 0, 0.2
466, 475, 3851, 0.412766, 0.1, 0.2, 0.5, 0, 0.2, 0
467, 476, 3851, 0.440911, 0, 0.5, 0.1, 0.4, 0, 0
468, 477, 3851, 0.431698, 0, 0.1, 0, 0, 0.7, 0.2
469, 478, 3851, 0.442866, 0, 0.2, 0.2, 0.5, 0.1, 0
470, 479, 3851, 0.439706, 0.3, 0, 0.1, 0, 0, 0.6
471, 480, 3851, 0.484512, 0.1, 0, 0, 0, 0.2, 0.7
472, 481, 3851, 0.518072, 0, 0.1, 0, 0.7, 0, 0.2
473, 482, 3851, 0.390127, 0.3, 0.4, 0, 0, 0, 0.3
474, 483, 3851, 0.429344, 0, 0, 0.7, 0.3, 0, 0
475, 484, 3851, 0.466858, 0, 0, 0.2, 0.3, 0, 0.5
476, 485, 3851, 0.384934, 0.4, 0.3, 0, 0, 0, 0.3
477, 486, 3851, 0.492002, 0.6, 0, 0, 0.1, 0.1, 0.2
478, 487, 3851, 0.432965, 0, 0.1, 0.3, 0.1, 0.5, 0
479, 488, 3851, 0.420297, 0, 0.1, 0.7, 0.1, 0.1, 0
480, 489, 3851, 0.423075, 0, 0.4, 0.4, 0.2, 0, 0
481, 490, 3851, 0.496321, 0.2, 0, 0, 0.6, 0.1, 0.1
482, 491, 3851, 0.429023, 0.5, 0, 0.1, 0.1, 0.3, 0
483, 492, 3851, 0.421568, 0, 0.6, 0.1, 0, 0.2, 0.1
484, 493, 3851, 0.43567, 0, 0.1, 0.4, 0, 0.2, 0.3
485, 494, 3851, 0.422593, 0, 0.3, 0.5, 0, 0.1, 0.1
486, 495, 3851, 0.493756, 0, 0.1, 0, 0.4, 0, 0.5
487, 496, 3851, 0.405465, 0.3, 0.3, 0.2, 0, 0.2, 0
488, 497, 3851, 0.414412, 0.1, 0.2, 0.6, 0, 0, 0.1
489, 498, 3851, 0.42605, 0, 0.8, 0.1, 0, 0, 0.1
490, 499, 3851, 0.409683, 0.1, 0.7, 0, 0.2, 0, 0
491, 500, 3851, 0.452722, 0.4, 0, 0, 0.3, 0.2, 0.1
492, 501, 3851, 0.387724, 0.4, 0.3, 0, 0.2, 0.1, 0
493, 502, 3851, 0.453532, 0, 0, 0.3, 0.2, 0.3, 0.2
494, 503, 3851, 0.492584, 0.1, 0, 0, 0.6, 0, 0.3
495, 504, 3851, 0.435703, 0.1, 0.6, 0, 0.1, 0.2, 0
496, 505, 3851, 0.382293, 0.5, 0.2, 0, 0.2, 0.1, 0
497, 506, 3851, 0.380129, 0.5, 0.3, 0.2, 0, 0, 0
498, 507, 3851, 0.467945, 0.4, 0, 0, 0, 0.2, 0.4
499, 508, 3851, 0.404717, 0.3, 0.2, 0.2, 0, 0.3, 0
500, 509, 3851, 0.439418, 0.2, 0.3, 0, 0.1, 0.4, 0
501, 510, 3851, 0.488562, 0, 0.1, 0, 0.3, 0.5, 0.1
502, 511, 3851, 0.428814, 0.2, 0.3, 0, 0.2, 0.3, 0
503, 512, 3851, 0.429948, 0.6, 0, 0.3, 0, 0.1, 0
504, 514, 3851, 0.469101, 0, 0.3, 0, 0.2, 0.1, 0.4
505, 515, 3851, 0.507083, 0, 0.1, 0, 0.6, 0.3, 0
506, 516, 3851, 0.463073, 0.3, 0.1, 0, 0, 0.3, 0.3
507, 517, 3851, 0.42275, 0, 0, 0.7, 0, 0.1, 0.2
508, 518, 3851, 0.435975, 0, 0.1, 0.2, 0, 0.3, 0.4
509, 519, 3851, 0.450384, 0, 0.7, 0, 0.1, 0.1, 0.1
510, 520, 3851, 0.411388, 0.3, 0.1, 0.1, 0, 0, 0.5
511, 521, 3851, 0.489034, 0.1, 0.1, 0, 0.6, 0, 0.2
512, 522, 3851, 0.488332, 0.2, 0, 0, 0.1, 0.2, 0.5
513, 523, 3851, 0.430253, 0, 0, 0.5, 0.2, 0.1, 0.2
514, 524, 3851, 0.433274, 0, 0.5, 0.1, 0.1, 0, 0.3
515, 525, 3851, 0.41336, 0.1, 0.2, 0, 0, 0, 0.7
516, 526, 3851, 0.47866, 0.1, 0.1, 0, 0.4, 0, 0.4
517, 527, 3851, 0.447748, 0.1, 0, 0.2, 0, 0.2, 0.5
518, 528, 3851, 0.43656, 0.1, 0, 0.6, 0.1, 0, 0.2
519, 529, 3851, 0.458524, 0.4, 0.1, 0, 0, 0.3, 0.2
520, 530, 3851, 0.428053, 0, 0.4, 0.2, 0.1, 0.3, 0
521, 531, 3851, 0.441957, 0, 0, 0.3, 0.4, 0.2, 0.1
522, 532, 3851, 0.39586, 0.5, 0.5, 0, 0, 0, 0
523, 533, 3851, 0.418851, 0.1, 0.4, 0.1, 0.4, 0, 0
524, 534, 3851, 0.419268, 0, 0.4, 0.2, 0, 0, 0.4
525, 535, 3851, 0.500238, 0, 0.1, 0, 0.5, 0, 0.4
526, 536, 3851, 0.42659, 0, 0, 0.6, 0.1, 0, 0.3
527, 537, 3851, 0.426892, 0, 0.3, 0.3, 0.2, 0.2, 0
528, 538, 3851, 0.432513, 0, 0.1, 0.3, 0.4, 0.2, 0
529, 539, 3851, 0.435042, 0.3, 0.2, 0, 0, 0.4, 0.1
530, 540, 3851, 0.447451, 0, 0.2, 0.1, 0.2, 0, 0.5
531, 541, 3851, 0.439999, 0, 0, 0.4, 0.1, 0.2, 0.3
532, 542, 3851, 0.443396, 0.4, 0.3, 0, 0, 0.1, 0.2
533, 543, 3851, 0.43783, 0.1, 0, 0.6, 0.2, 0, 0.1
534, 544, 3851, 0.448567, 0, 0, 0.3, 0.5, 0.1, 0.1
535, 545, 3851, 0.425991, 0, 0.2, 0.4, 0.1, 0.3, 0
536, 546, 3851, 0.383073, 0.7, 0.2, 0, 0.1, 0, 0
537, 547, 3851, 0.437777, 0.1, 0.1, 0, 0, 0.6, 0.2
538, 548, 3851, 0.42095, 0.1, 0.5, 0.1, 0, 0.3, 0
539, 549, 3851, 0.397763, 0.2, 0.5, 0.1, 0.2, 0, 0
540, 550, 3851, 0.436661, 0.3, 0, 0.2, 0.5, 0, 0
541, 551, 3851, 0.43115, 0.2, 0, 0.7, 0, 0.1, 0
542, 552, 3851, 0.370823, 0.6, 0.3, 0, 0, 0, 0.1
543, 553, 3851, 0.399883, 0.7, 0.1, 0, 0.1, 0, 0.1
544, 554, 3851, 0.470893, 0.3, 0, 0.1, 0, 0.2, 0.4
545, 555, 3851, 0.392893, 0.3, 0.5, 0, 0.1, 0, 0.1
546, 556, 3851, 0.440684, 0, 0, 0.3, 0.1, 0.4, 0.2
547, 557, 3851, 0.390893, 0.7, 0.2, 0.1, 0, 0, 0
548, 558, 3851, 0.46232, 0, 0, 0.1, 0.6, 0.1, 0.2
549, 559, 3851, 0.470838, 0, 0.1, 0.1, 0.5, 0.3, 0
550, 560, 3851, 0.436604, 0.5, 0, 0.2, 0, 0.2, 0.1
551, 561, 3851, 0.418835, 0, 0.1, 0.6, 0, 0.1, 0.2
552, 562, 3851, 0.457621, 0, 0.1, 0.1, 0.3, 0, 0.5
553, 563, 3851, 0.449041, 0, 0, 0.3, 0.3, 0, 0.4
554, 564, 3851, 0.442398, 0, 0.1, 0.4, 0.3, 0, 0.2
555, 565, 3851, 0.424657, 0, 0.2, 0.3, 0, 0.3, 0.2
556, 566, 3851, 0.452668, 0, 0, 0.2, 0.7, 0.1, 0
557, 567, 3851, 0.514573, 0, 0, 0, 0.3, 0, 0.7
558, 568, 3851, 0.460216, 0, 0, 0.2, 0.2, 0.3, 0.3
559, 569, 3851, 0.449678, 0, 0.1, 0, 0, 0.3, 0.6
560, 570, 3851, 0.44987, 0.1, 0, 0, 0.1, 0.2, 0.6
561, 571, 3851, 0.409477, 0.6, 0.1, 0, 0.2, 0, 0.1
562, 572, 3851, 0.450591, 0.1, 0.3, 0, 0, 0.3, 0.3
563, 573, 3851, 0.471729, 0.3, 0, 0, 0, 0.3, 0.4
564, 574, 3851, 0.460596, 0, 0, 0.3, 0.1, 0.2, 0.4
565, 575, 3851, 0.461395, 0.4, 0, 0, 0.5, 0, 0.1
566, 576, 3851, 0.471465, 0, 0.2, 0, 0.2, 0.3, 0.3
567, 578, 3851, 0.42097, 0, 0.3, 0.5, 0.2, 0, 0
568, 579, 3851, 0.485684, 0, 0.4, 0, 0.3, 0.1, 0.2
569, 580, 3851, 0.449141, 0.6, 0.1, 0, 0, 0.2, 0.1
570, 581, 3851, 0.418946, 0, 0, 0.7, 0.1, 0.2, 0
571, 582, 3851, 0.459443, 0, 0.7, 0, 0.3, 0, 0
572, 583, 3851, 0.410233, 0.2, 0.3, 0.1, 0, 0, 0.4
573, 584, 3851, 0.447048, 0, 0.2, 0.2, 0.3, 0, 0.3
574, 585, 3851, 0.520309, 0, 0, 0, 0.8, 0.1, 0.1
575, 586, 3851, 0.442584, 0, 0, 0, 0.1, 0.7, 0.2
576, 587, 3851, 0.439351, 0.8, 0, 0.1, 0, 0.1, 0
577, 588, 3851, 0.465762, 0, 0, 0.1, 0.7, 0.2, 0
578, 589, 3851, 0.433521, 0, 0, 0.4, 0.2, 0, 0.4
579, 590, 3851, 0.42203, 0, 0, 0, 0, 0.7, 0.3
580, 591, 3851, 0.436587, 0, 0, 0.1, 0.1, 0.7, 0.1
581, 592, 3851, 0.487106, 0.1, 0.1, 0, 0.7, 0, 0.1
582, 593, 3851, 0.437004, 0, 0.2, 0.3, 0, 0.2, 0.3
583, 594, 3851, 0.442828, 0, 0, 0.2, 0, 0.1, 0.7
584, 595, 3851, 0.445524, 0.4, 0, 0.1, 0.1, 0, 0.4
585, 596, 3851, 0.456923, 0.1, 0, 0, 0.2, 0.5, 0.2
586, 597, 3851, 0.423803, 0.5, 0, 0.2, 0, 0, 0.3
587, 598, 3851, 0.427117, 0, 0.6, 0.2, 0, 0.1, 0.1
588, 599, 3851, 0.423093, 0, 0, 0.8, 0, 0.1, 0.1
589, 600, 3851, 0.410766, 0.3, 0.1, 0.3, 0, 0, 0.3
590, 601, 3851, 0.431071, 0.1, 0.1, 0.3, 0.5, 0, 0
591, 602, 3851, 0.46215, 0, 0, 0.1, 0.6, 0, 0.3
592, 603, 3851, 0.436218, 0.2, 0, 0.5, 0, 0, 0.3
593, 604, 3851, 0.414954, 0.3, 0.4, 0, 0.1, 0.2, 0
594, 605, 3851, 0.448575, 0.3, 0, 0.3, 0, 0.1, 0.3
595, 606, 3851, 0.421974, 0.1, 0.1, 0.6, 0, 0, 0.2
596, 607, 3851, 0.430357, 0.3, 0.1, 0, 0, 0.6, 0
597, 608, 3851, 0.419929, 0.1, 0.8, 0, 0, 0.1, 0
598, 609, 3851, 0.453183, 0.5, 0, 0, 0.2, 0.3, 0
599, 610, 3851, 0.437974, 0.6, 0, 0.2, 0.1, 0, 0.1
600, 611, 3851, 0.486361, 0.1, 0, 0, 0, 0.1, 0.8
601, 612, 3851, 0.428845, 0.3, 0, 0.2, 0.1, 0.4, 0
602, 613, 3851, 0.39051, 0.5, 0.2, 0.1, 0.2, 0, 0
603, 614, 3851, 0.37932, 0.5, 0.4, 0, 0.1, 0, 0
604, 615, 3851, 0.408173, 0.6, 0.2, 0.1, 0, 0.1, 0
605, 616, 3851, 0.415899, 0.1, 0.1, 0.5, 0, 0, 0.3
606, 617, 3851, 0.423124, 0.3, 0, 0.6, 0, 0.1, 0
607, 618, 3851, 0.4285, 0.4, 0, 0.1, 0.3, 0.2, 0
608, 619, 3851, 0.373282, 0.5, 0.3, 0, 0, 0, 0.2
609, 620, 3851, 0.401341, 0.1, 0.8, 0, 0, 0, 0.1
610, 621, 3851, 0.465606, 0.2, 0, 0, 0, 0.1, 0.7
611, 622, 3851, 0.441858, 0.1, 0.5, 0, 0, 0.4, 0
612, 623, 3851, 0.421648, 0.1, 0.1, 0.2, 0, 0, 0.6
613, 624, 3851, 0.487626, 0, 0.1, 0, 0.2, 0.1, 0.6
614, 625, 3851, 0.413554, 0.2, 0, 0.4, 0, 0.4, 0
615, 626, 3851, 0.408227, 0.2, 0.5, 0.1, 0, 0.2, 0
616, 627, 3851, 0.445151, 0.1, 0, 0.5, 0, 0, 0.4
617, 628, 3851, 0.492653, 0, 0, 0, 0.2, 0.3, 0.5
618, 629, 3851, 0.475078, 0.3, 0, 0, 0.4, 0.2, 0.1
619, 630, 3851, 0.392996, 0.1, 0.6, 0, 0, 0, 0.3
620, 631, 3851, 0.495787, 0, 0, 0, 0, 0.3, 0.7
621, 632, 3851, 0.447446, 0, 0.3, 0, 0, 0.6, 0.1
622, 633, 3851, 0.496271, 0.2, 0, 0, 0.3, 0, 0.5
623, 634, 3851, 0.538524, 0, 0.1, 0, 0.8, 0.1, 0
624, 635, 3851, 0.426125, 0, 0.3, 0.2, 0, 0.3, 0.2
625, 636, 3851, 0.455818, 0, 0, 0.1, 0.1, 0, 0.8
626, 637, 3851, 0.420398, 0.1, 0.5, 0.3, 0.1, 0, 0
627, 638, 3851, 0.393003, 0.6, 0.1, 0.2, 0.1, 0, 0
628, 639, 3851, 0.468518, 0, 0.1, 0.1, 0.6, 0, 0.2
629, 640, 3851, 0.449901, 0, 0.1, 0.2, 0.5, 0.2, 0
630, 642, 3851, 0.404011, 0.4, 0.2, 0, 0.4, 0, 0
631, 643, 3851, 0.42333, 0.3, 0, 0.2, 0.4, 0.1, 0
632, 644, 3851, 0.423581, 0, 0, 0.4, 0, 0, 0.6
633, 645, 3851, 0.434361, 0, 0.6, 0.1, 0.1, 0, 0.2
634, 646, 3851, 0.414092, 0, 0.2, 0.3, 0, 0.5, 0
635, 647, 3851, 0.423588, 0.1, 0.7, 0, 0, 0.2, 0
636, 648, 3851, 0.428372, 0.4, 0.4, 0, 0, 0.1, 0.1
637, 649, 3851, 0.496357, 0.4, 0, 0, 0, 0.4, 0.2
638, 650, 3851, 0.479851, 0.3, 0, 0, 0.6, 0.1, 0
639, 651, 3851, 0.424835, 0, 0, 0.9, 0.1, 0, 0
640, 652, 3851, 0.471458, 0.1, 0, 0, 0.1, 0.3, 0.5
641, 653, 3851, 0.470208, 0, 0, 0, 0.1, 0.5, 0.4
642, 654, 3851, 0.417932, 0.1, 0.4, 0.4, 0.1, 0, 0
643, 655, 3851, 0.430651, 0, 0.3, 0.2, 0.1, 0, 0.4
644, 656, 3851, 0.44374, 0.1, 0.4, 0, 0, 0.3, 0.2
645, 657, 3851, 0.433996, 0.1, 0.2, 0, 0, 0.6, 0.1
646, 658, 3851, 0.430232, 0.1, 0.3, 0.1, 0.5, 0, 0
647, 659, 3851, 0.473742, 0, 0.2, 0, 0.2, 0.1, 0.5
648, 660, 3851, 0.481359, 0, 0.5, 0, 0.2, 0.2, 0.1
649, 661, 3851, 0.448608, 0.2, 0.1, 0, 0, 0.5, 0.2
650, 662, 3851, 0.457212, 0.1, 0.3, 0, 0.4, 0, 0.2
651, 663, 3851, 0.445789, 0.1, 0, 0.2, 0.7, 0, 0
652, 664, 3851, 0.409726, 0.3, 0.3, 0, 0.1, 0.3, 0
653, 665, 3851, 0.4751, 0, 0.5, 0, 0.3, 0.2, 0
654, 666, 3851, 0.437699, 0, 0, 0.2, 0.1, 0.6, 0.1
655, 667, 3851, 0.455191, 0, 0, 0.2, 0.3, 0.3, 0.2
656, 668, 3851, 0.4097, 0.4, 0.2, 0, 0.1, 0.3, 0
657, 669, 3851, 0.430924, 0, 0.2, 0.3, 0.2, 0.3, 0
658, 670, 3851, 0.434368, 0.1, 0, 0.3, 0.5, 0.1, 0
659, 671, 3851, 0.467035, 0.5, 0, 0, 0.3, 0, 0.2
660, 672, 3851, 0.429909, 0, 0.2, 0.3, 0.2, 0, 0.3
661, 673, 3851, 0.450548, 0.2, 0.1, 0, 0.1, 0.6, 0
662, 674, 3851, 0.464491, 0, 0, 0.2, 0, 0.3, 0.5
663, 675, 3851, 0.414346, 0.1, 0.4, 0.2, 0, 0.3, 0
664, 676, 3851, 0.433483, 0.5, 0, 0.1, 0.4, 0, 0
665, 677, 3851, 0.423218, 0.7, 0, 0.1, 0, 0.2, 0
666, 678, 3851, 0.450207, 0.2, 0, 0, 0.4, 0.3, 0.1
667, 679, 3851, 0.476841, 0, 0, 0, 0.6, 0.1, 0.3
668, 680, 3851, 0.415989, 0.2, 0.5, 0, 0.1, 0.2, 0
669, 681, 3851, 0.421415, 0.3, 0.3, 0, 0.3, 0, 0.1
670, 682, 3851, 0.437187, 0, 0.1, 0.1, 0, 0.8, 0
671, 683, 3851, 0.430622, 0, 0.1, 0.1, 0, 0.1, 0.7
672, 684, 3851, 0.469894, 0, 0, 0, 0.3, 0.1, 0.6
673, 685, 3851, 0.449853, 0.4, 0, 0.3, 0, 0.1, 0.2
674, 686, 3851, 0.424313, 0.2, 0, 0.4, 0, 0.3, 0.1
675, 687, 3851, 0.449323, 0.3, 0, 0.2, 0.2, 0, 0.3
676, 688, 3851, 0.468798, 0, 0.1, 0, 0, 0.5, 0.4
677, 689, 3851, 0.449908, 0, 0, 0.3, 0.5, 0, 0.2
678, 690, 3851, 0.418447, 0.4, 0.1, 0, 0.4, 0.1, 0
679, 691, 3851, 0.41502, 0, 0.2, 0.5, 0, 0.3, 0
680, 692, 3851, 0.504176, 0.2, 0, 0, 0.2, 0.1, 0.5
681, 693, 3851, 0.465413, 0, 0, 0.2, 0.3, 0.4, 0.1
682, 694, 3851, 0.424967, 0, 0, 0.7, 0.1, 0, 0.2
683, 695, 3851, 0.473038, 0, 0.2, 0, 0.2, 0.5, 0.1
684, 696, 3851, 0.449747, 0.2, 0.2, 0, 0.3, 0.3, 0
685, 697, 3851, 0.410332, 0, 0.1, 0.7, 0, 0, 0.2
686, 698, 3851, 0.462838, 0.7, 0, 0, 0.1, 0, 0.2
687, 699, 3851, 0.437, 0.2, 0.3, 0, 0, 0.1, 0.4
688, 700, 3851, 0.412743, 0.1, 0.6, 0.1, 0.2, 0, 0
689, 701, 3851, 0.452883, 0.2, 0.1, 0, 0, 0.2, 0.5
690, 702, 3851, 0.427962, 0.4, 0.2, 0, 0, 0.1, 0.3
691, 703, 3851, 0.428641, 0.2, 0, 0.6, 0.1, 0.1, 0
692, 704, 3851, 0.430502, 0.3, 0, 0.3, 0.3, 0.1, 0
693, 706, 3851, 0.391591, 0.3, 0.7, 0, 0, 0, 0
694, 707, 3851, 0.445827, 0, 0.3, 0.1, 0.4, 0.2, 0
