, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Mn.PM.Loading, Ce.PM.Loading, La.PM.Loading
348, 355, 3496, 0.361164, 0.4, 0.2, 0, 0.2, 0, 0.2
349, 356, 3496, 0.409026, 0.6, 0, 0, 0.2, 0.2, 0
350, 357, 3496, 0.41229, 0.2, 0, 0.2, 0.6, 0, 0
351, 358, 3496, 0.608159, 0, 0, 0, 0.8, 0, 0.2
352, 359, 3496, 0.399844, 0.6, 0, 0, 0, 0.2, 0.2
353, 360, 3496, 0.42269, 0, 0.2, 0.4, 0.2, 0.2, 0
354, 361, 3496, 0.435728, 0, 0.6, 0, 0.2, 0.2, 0
355, 362, 3496, 0.402004, 0, 0.6, 0.2, 0, 0, 0.2
356, 363, 3496, 0.438541, 0.2, 0, 0.2, 0, 0.2, 0.4
357, 364, 3496, 0.497772, 0.2, 0, 0, 0.2, 0.2, 0.4
358, 365, 3496, 0.496432, 0.2, 0, 0, 0.2, 0, 0.6
359, 366, 3496, 0.400852, 0.5, 0, 0.2, 0.1, 0.2, 0
360, 367, 3496, 0.426695, 0, 0.1, 0.6, 0, 0, 0.3
361, 368, 3496, 0.478625, 0, 0, 0.1, 0.1, 0.8, 0
362, 369, 3496, 0.526149, 0.1, 0, 0.2, 0.1, 0, 0.6
363, 370, 3496, 0.63841, 0, 0, 0, 0.1, 0.3, 0.6
364, 371, 3496, 0.540329, 0.3, 0, 0, 0.1, 0.4, 0.2
365, 372, 3496, 0.431422, 0.1, 0, 0.2, 0.4, 0, 0.3
366, 373, 3496, 0.412523, 0.1, 0.4, 0, 0, 0.2, 0.3
367, 374, 3496, 0.521164, 0.3, 0, 0, 0.2, 0, 0.5
368, 375, 3496, 0.507156, 0.1, 0, 0, 0.2, 0, 0.7
369, 376, 3496, 0.586876, 0, 0.1, 0, 0.5, 0.2, 0.2
370, 377, 3496, 0.423402, 0.2, 0.1, 0, 0.4, 0, 0.3
371, 378, 3496, 0.377527, 0.2, 0.3, 0.1, 0.4, 0, 0
372, 379, 3496, 0.383126, 0.3, 0, 0.2, 0, 0.5, 0
373, 380, 3496, 0.454163, 0, 0.2, 0.2, 0.3, 0.3, 0
374, 381, 3496, 0.39072, 0, 0.2, 0.7, 0, 0.1, 0
375, 382, 3496, 0.439374, 0, 0, 0.1, 0.6, 0.2, 0.1
376, 383, 3496, 0.360998, 0.3, 0.6, 0, 0, 0.1, 0
377, 384, 3496, 0.475102, 0, 0.3, 0, 0.3, 0.1, 0.3
378, 386, 3496, 0.373614, 0.4, 0, 0.3, 0, 0.3, 0
379, 387, 3496, 0.359878, 0.4, 0.5, 0, 0.1, 0, 0
380, 388, 3496, 0.348381, 0.8, 0.1, 0, 0, 0.1, 0
381, 389, 3496, 0.369706, 0.5, 0.1, 0.1, 0, 0.3, 0
382, 390, 3496, 0.417169, 0.2, 0, 0.1, 0.4, 0, 0.3
383, 391, 3496, 0.36735, 0.5, 0.1, 0.1, 0.3, 0, 0
384, 392, 3496, 0.367137, 0.3, 0.3, 0.3, 0, 0.1, 0
385, 393, 3496, 0.40428, 0, 0, 0.6, 0.1, 0.3, 0
386, 394, 3496, 0.371965, 0.2, 0, 0.3, 0, 0.3, 0.2
387, 395, 3496, 0.375372, 0.3, 0.6, 0.1, 0, 0, 0
388, 396, 3496, 0.390588, 0, 0.5, 0.1, 0, 0.4, 0
389, 397, 3496, 0.390138, 0.1, 0.3, 0.2, 0.4, 0, 0
390, 398, 3496, 0.356815, 0.5, 0.2, 0.2, 0.1, 0, 0
391, 399, 3496, 0.409772, 0, 0, 0.2, 0.5, 0.3, 0
392, 400, 3496, 0.375059, 0.7, 0.3, 0, 0, 0, 0
393, 401, 3496, 0.384145, 0.1, 0.5, 0.3, 0, 0.1, 0
394, 402, 3496, 0.376103, 0.2, 0.7, 0, 0, 0.1, 0
395, 403, 3496, 0.385024, 0.7, 0, 0, 0, 0.3, 0
396, 404, 3496, 0.374095, 0, 0, 0.6, 0, 0.3, 0.1
397, 405, 3496, 0.464533, 0, 0.6, 0, 0.4, 0, 0
398, 406, 3496, 0.397285, 0, 0.3, 0.1, 0, 0.6, 0
399, 407, 3496, 0.412196, 0.1, 0, 0.1, 0.5, 0, 0.3
400, 408, 3496, 0.421071, 0, 0.2, 0.3, 0.4, 0, 0.1
401, 409, 3496, 0.401155, 0.1, 0, 0.7, 0.1, 0, 0.1
402, 410, 3496, 0.37435, 0.2, 0.6, 0.1, 0, 0.1, 0
403, 411, 3496, 0.411374, 0, 0.4, 0.3, 0, 0, 0.3
404, 412, 3496, 0.46134, 0.2, 0, 0, 0.1, 0.7, 0
405, 413, 3496, 0.450012, 0.3, 0, 0, 0.4, 0, 0.3
406, 414, 3496, 0.420397, 0, 0.1, 0.4, 0.3, 0.2, 0
407, 415, 3496, 0.420775, 0, 0.2, 0.1, 0.7, 0, 0
408, 416, 3496, 0.444678, 0.4, 0, 0, 0.3, 0.1, 0.2
409, 417, 3496, 0.445211, 0, 0, 0.3, 0.2, 0.5, 0
410, 418, 3496, 0.401122, 0.1, 0.1, 0, 0.5, 0.3, 0
411, 419, 3496, 0.470784, 0, 0.1, 0.1, 0, 0.2, 0.6
412, 420, 3496, 0.399893, 0.1, 0.1, 0, 0.6, 0.2, 0
413, 421, 3496, 0.362022, 0.3, 0.3, 0.1, 0.3, 0, 0
414, 422, 3496, 0.450928, 0.1, 0, 0, 0.3, 0.4, 0.2
415, 423, 3496, 0.38868, 0, 0.4, 0.3, 0.2, 0, 0.1
416, 424, 3496, 0.435911, 0, 0.4, 0, 0.3, 0.2, 0.1
417, 425, 3496, 0.444944, 0.2, 0.1, 0, 0.1, 0, 0.6
418, 426, 3496, 0.467076, 0.1, 0, 0.1, 0, 0.2, 0.6
419, 427, 3496, 0.404798, 0, 0.5, 0.3, 0.2, 0, 0
420, 428, 3496, 0.391102, 0.5, 0, 0.4, 0, 0.1, 0
421, 429, 3496, 0.392355, 0.3, 0, 0.4, 0.1, 0.2, 0
422, 430, 3496, 0.433264, 0, 0, 0.1, 0, 0.7, 0.2
423, 431, 3496, 0.385968, 0, 0.4, 0.4, 0.1, 0, 0.1
424, 432, 3496, 0.410513, 0, 0.1, 0.1, 0, 0.5, 0.3
425, 433, 3496, 0.474189, 0, 0.2, 0, 0.4, 0.4, 0
426, 434, 3496, 0.460777, 0, 0.2, 0.1, 0, 0, 0.7
427, 435, 3496, 0.482633, 0, 0.2, 0, 0.1, 0, 0.7
428, 436, 3496, 0.372459, 0.2, 0.5, 0.2, 0.1, 0, 0
429, 437, 3496, 0.403217, 0.1, 0, 0, 0.5, 0, 0.4
430, 438, 3496, 0.433723, 0, 0.3, 0.1, 0.2, 0.4, 0
431, 439, 3496, 0.391735, 0.5, 0.1, 0, 0, 0.2, 0.2
432, 440, 3496, 0.4492, 0, 0, 0.1, 0.2, 0.7, 0
433, 441, 3496, 0.404796, 0.1, 0.8, 0.1, 0, 0, 0
434, 442, 3496, 0.374933, 0, 0.4, 0.1, 0, 0.3, 0.2
435, 443, 3496, 0.410992, 0, 0.3, 0.4, 0.1, 0, 0.2
436, 444, 3496, 0.426295, 0.3, 0, 0.2, 0, 0.1, 0.4
437, 445, 3496, 0.462527, 0, 0, 0.1, 0, 0.4, 0.5
438, 446, 3496, 0.420419, 0, 0.6, 0, 0.1, 0.2, 0.1
439, 447, 3496, 0.368312, 0, 0.2, 0.3, 0, 0.4, 0.1
440, 448, 3496, 0.43103, 0.4, 0.1, 0, 0, 0.2, 0.3
441, 450, 3496, 0.475338, 0.3, 0, 0, 0.3, 0.1, 0.3
442, 451, 3496, 0.432466, 0.4, 0, 0.1, 0.1, 0.4, 0
443, 452, 3496, 0.385715, 0.2, 0.1, 0.6, 0, 0.1, 0
444, 453, 3496, 0.509391, 0.1, 0, 0.1, 0.1, 0, 0.7
445, 454, 3496, 0.358774, 0.7, 0.1, 0.1, 0.1, 0, 0
446, 455, 3496, 0.401488, 0.4, 0, 0.1, 0, 0.3, 0.2
447, 456, 3496, 0.475884, 0.5, 0, 0, 0.5, 0, 0
448, 457, 3496, 0.427364, 0.3, 0, 0.1, 0.6, 0, 0
449, 458, 3496, 0.415001, 0.3, 0, 0.3, 0.4, 0, 0
450, 459, 3496, 0.421064, 0.2, 0.2, 0.3, 0, 0, 0.3
451, 460, 3496, 0.397361, 0.5, 0.1, 0.1, 0, 0, 0.3
452, 461, 3496, 0.615582, 0, 0, 0, 0.5, 0.3, 0.2
453, 462, 3496, 0.455538, 0, 0.4, 0, 0, 0.1, 0.5
454, 463, 3496, 0.473605, 0, 0.3, 0, 0.1, 0.5, 0.1
455, 464, 3496, 0.501304, 0, 0.1, 0, 0, 0.6, 0.3
456, 465, 3496, 0.388388, 0.1, 0, 0.5, 0.1, 0.3, 0
457, 466, 3496, 0.43875, 0, 0.4, 0, 0.2, 0.1, 0.3
458, 467, 3496, 0.410941, 0.1, 0.1, 0.4, 0, 0.4, 0
459, 468, 3496, 0.424267, 0.1, 0, 0.2, 0.2, 0.5, 0
460, 469, 3496, 0.432042, 0, 0.5, 0, 0.2, 0, 0.3
461, 470, 3496, 0.413415, 0.2, 0, 0.1, 0.6, 0.1, 0
462, 471, 3496, 0.425217, 0.3, 0, 0, 0.5, 0.2, 0
463, 472, 3496, 0.554146, 0, 0, 0, 0.3, 0.5, 0.2
464, 473, 3496, 0.406401, 0, 0.2, 0.4, 0, 0.1, 0.3
465, 474, 3496, 0.423566, 0, 0.4, 0.1, 0.3, 0, 0.2
466, 475, 3496, 0.38634, 0.1, 0.2, 0.5, 0, 0.2, 0
467, 476, 3496, 0.447905, 0, 0.5, 0.1, 0.4, 0, 0
468, 477, 3496, 0.495047, 0, 0.1, 0, 0, 0.7, 0.2
469, 478, 3496, 0.39908, 0, 0.2, 0.2, 0.5, 0.1, 0
470, 479, 3496, 0.463132, 0.3, 0, 0.1, 0, 0, 0.6
471, 480, 3496, 0.513874, 0.1, 0, 0, 0, 0.2, 0.7
472, 481, 3496, 0.502488, 0, 0.1, 0, 0.7, 0, 0.2
473, 482, 3496, 0.390469, 0.3, 0.4, 0, 0, 0, 0.3
474, 483, 3496, 0.437616, 0, 0, 0.7, 0.3, 0, 0
475, 484, 3496, 0.461183, 0, 0, 0.2, 0.3, 0, 0.5
476, 485, 3496, 0.381423, 0.4, 0.3, 0, 0, 0, 0.3
477, 486, 3496, 0.406241, 0.6, 0, 0, 0.1, 0.1, 0.2
478, 487, 3496, 0.427289, 0, 0.1, 0.3, 0.1, 0.5, 0
479, 488, 3496, 0.393137, 0, 0.1, 0.7, 0.1, 0.1, 0
480, 489, 3496, 0.396039, 0, 0.4, 0.4, 0.2, 0, 0
481, 490, 3496, 0.405106, 0.2, 0, 0, 0.6, 0.1, 0.1
482, 491, 3496, 0.38495, 0.5, 0, 0.1, 0.1, 0.3, 0
483, 492, 3496, 0.376269, 0, 0.6, 0.1, 0, 0.2, 0.1
484, 493, 3496, 0.393161, 0, 0.1, 0.4, 0, 0.2, 0.3
485, 494, 3496, 0.374178, 0, 0.3, 0.5, 0, 0.1, 0.1
486, 495, 3496, 0.525987, 0, 0.1, 0, 0.4, 0, 0.5
487, 496, 3496, 0.369218, 0.3, 0.3, 0.2, 0, 0.2, 0
488, 497, 3496, 0.380001, 0.1, 0.2, 0.6, 0, 0, 0.1
489, 498, 3496, 0.389928, 0, 0.8, 0.1, 0, 0, 0.1
490, 499, 3496, 0.442489, 0.1, 0.7, 0, 0.2, 0, 0
491, 500, 3496, 0.481235, 0.4, 0, 0, 0.3, 0.2, 0.1
492, 501, 3496, 0.345277, 0.4, 0.3, 0, 0.2, 0.1, 0
493, 502, 3496, 0.438751, 0, 0, 0.3, 0.2, 0.3, 0.2
494, 503, 3496, 0.424196, 0.1, 0, 0, 0.6, 0, 0.3
495, 504, 3496, 0.402557, 0.1, 0.6, 0, 0.1, 0.2, 0
496, 505, 3496, 0.357249, 0.5, 0.2, 0, 0.2, 0.1, 0
497, 506, 3496, 0.378031, 0.5, 0.3, 0.2, 0, 0, 0
498, 507, 3496, 0.450416, 0.4, 0, 0, 0, 0.2, 0.4
499, 508, 3496, 0.377391, 0.3, 0.2, 0.2, 0, 0.3, 0
500, 509, 3496, 0.407563, 0.2, 0.3, 0, 0.1, 0.4, 0
501, 510, 3496, 0.538639, 0, 0.1, 0, 0.3, 0.5, 0.1
502, 511, 3496, 0.400179, 0.2, 0.3, 0, 0.2, 0.3, 0
503, 512, 3496, 0.412189, 0.6, 0, 0.3, 0, 0.1, 0
504, 514, 3496, 0.475466, 0, 0.3, 0, 0.2, 0.1, 0.4
505, 515, 3496, 0.5199, 0, 0.1, 0, 0.6, 0.3, 0
506, 516, 3496, 0.40051, 0.3, 0.1, 0, 0, 0.3, 0.3
507, 517, 3496, 0.415011, 0, 0, 0.7, 0, 0.1, 0.2
508, 518, 3496, 0.425728, 0, 0.1, 0.2, 0, 0.3, 0.4
509, 519, 3496, 0.408588, 0, 0.7, 0, 0.1, 0.1, 0.1
510, 520, 3496, 0.425549, 0.3, 0.1, 0.1, 0, 0, 0.5
511, 521, 3496, 0.377928, 0.1, 0.1, 0, 0.6, 0, 0.2
512, 522, 3496, 0.592973, 0.2, 0, 0, 0.1, 0.2, 0.5
513, 523, 3496, 0.412112, 0, 0, 0.5, 0.2, 0.1, 0.2
514, 524, 3496, 0.422138, 0, 0.5, 0.1, 0.1, 0, 0.3
515, 525, 3496, 0.509437, 0.1, 0.2, 0, 0, 0, 0.7
516, 526, 3496, 0.427415, 0.1, 0.1, 0, 0.4, 0, 0.4
517, 527, 3496, 0.46322, 0.1, 0, 0.2, 0, 0.2, 0.5
518, 528, 3496, 0.410392, 0.1, 0, 0.6, 0.1, 0, 0.2
519, 529, 3496, 0.370638, 0.4, 0.1, 0, 0, 0.3, 0.2
520, 530, 3496, 0.406704, 0, 0.4, 0.2, 0.1, 0.3, 0
521, 531, 3496, 0.42776, 0, 0, 0.3, 0.4, 0.2, 0.1
522, 532, 3496, 0.376425, 0.5, 0.5, 0, 0, 0, 0
523, 533, 3496, 0.401439, 0.1, 0.4, 0.1, 0.4, 0, 0
524, 534, 3496, 0.424136, 0, 0.4, 0.2, 0, 0, 0.4
525, 535, 3496, 0.496731, 0, 0.1, 0, 0.5, 0, 0.4
526, 536, 3496, 0.439721, 0, 0, 0.6, 0.1, 0, 0.3
527, 537, 3496, 0.406365, 0, 0.3, 0.3, 0.2, 0.2, 0
528, 538, 3496, 0.413951, 0, 0.1, 0.3, 0.4, 0.2, 0
529, 539, 3496, 0.373093, 0.3, 0.2, 0, 0, 0.4, 0.1
530, 540, 3496, 0.436263, 0, 0.2, 0.1, 0.2, 0, 0.5
531, 541, 3496, 0.402219, 0, 0, 0.4, 0.1, 0.2, 0.3
532, 542, 3496, 0.370257, 0.4, 0.3, 0, 0, 0.1, 0.2
533, 543, 3496, 0.420671, 0.1, 0, 0.6, 0.2, 0, 0.1
534, 544, 3496, 0.422377, 0, 0, 0.3, 0.5, 0.1, 0.1
535, 545, 3496, 0.422711, 0, 0.2, 0.4, 0.1, 0.3, 0
536, 546, 3496, 0.36037, 0.7, 0.2, 0, 0.1, 0, 0
537, 547, 3496, 0.427851, 0.1, 0.1, 0, 0, 0.6, 0.2
538, 548, 3496, 0.376232, 0.1, 0.5, 0.1, 0, 0.3, 0
539, 549, 3496, 0.363952, 0.2, 0.5, 0.1, 0.2, 0, 0
540, 550, 3496, 0.403582, 0.3, 0, 0.2, 0.5, 0, 0
541, 551, 3496, 0.395805, 0.2, 0, 0.7, 0, 0.1, 0
542, 552, 3496, 0.343318, 0.6, 0.3, 0, 0, 0, 0.1
543, 553, 3496, 0.349921, 0.7, 0.1, 0, 0.1, 0, 0.1
544, 554, 3496, 0.430022, 0.3, 0, 0.1, 0, 0.2, 0.4
545, 555, 3496, 0.358811, 0.3, 0.5, 0, 0.1, 0, 0.1
546, 556, 3496, 0.391155, 0, 0, 0.3, 0.1, 0.4, 0.2
547, 557, 3496, 0.382548, 0.7, 0.2, 0.1, 0, 0, 0
548, 558, 3496, 0.426197, 0, 0, 0.1, 0.6, 0.1, 0.2
549, 559, 3496, 0.433626, 0, 0.1, 0.1, 0.5, 0.3, 0
550, 560, 3496, 0.377127, 0.5, 0, 0.2, 0, 0.2, 0.1
551, 561, 3496, 0.401055, 0, 0.1, 0.6, 0, 0.1, 0.2
552, 562, 3496, 0.454605, 0, 0.1, 0.1, 0.3, 0, 0.5
553, 563, 3496, 0.483916, 0, 0, 0.3, 0.3, 0, 0.4
554, 564, 3496, 0.457832, 0, 0.1, 0.4, 0.3, 0, 0.2
555, 565, 3496, 0.369375, 0, 0.2, 0.3, 0, 0.3, 0.2
556, 566, 3496, 0.417672, 0, 0, 0.2, 0.7, 0.1, 0
557, 567, 3496, 0.749928, 0, 0, 0, 0.3, 0, 0.7
558, 568, 3496, 0.449738, 0, 0, 0.2, 0.2, 0.3, 0.3
559, 569, 3496, 0.598001, 0, 0.1, 0, 0, 0.3, 0.6
560, 570, 3496, 0.663573, 0.1, 0, 0, 0.1, 0.2, 0.6
561, 571, 3496, 0.363954, 0.6, 0.1, 0, 0.2, 0, 0.1
562, 572, 3496, 0.409806, 0.1, 0.3, 0, 0, 0.3, 0.3
563, 573, 3496, 0.483872, 0.3, 0, 0, 0, 0.3, 0.4
564, 574, 3496, 0.412202, 0, 0, 0.3, 0.1, 0.2, 0.4
565, 575, 3496, 0.468556, 0.4, 0, 0, 0.5, 0, 0.1
566, 576, 3496, 0.491944, 0, 0.2, 0, 0.2, 0.3, 0.3
567, 578, 3496, 0.4053, 0, 0.3, 0.5, 0.2, 0, 0
568, 579, 3496, 0.441883, 0, 0.4, 0, 0.3, 0.1, 0.2
569, 580, 3496, 0.378158, 0.6, 0.1, 0, 0, 0.2, 0.1
570, 581, 3496, 0.406114, 0, 0, 0.7, 0.1, 0.2, 0
571, 582, 3496, 0.471605, 0, 0.7, 0, 0.3, 0, 0
572, 583, 3496, 0.419368, 0.2, 0.3, 0.1, 0, 0, 0.4
573, 584, 3496, 0.425643, 0, 0.2, 0.2, 0.3, 0, 0.3
574, 585, 3496, 0.541953, 0, 0, 0, 0.8, 0.1, 0.1
575, 586, 3496, 0.603137, 0, 0, 0, 0.1, 0.7, 0.2
576, 587, 3496, 0.394748, 0.8, 0, 0.1, 0, 0.1, 0
577, 588, 3496, 0.412867, 0, 0, 0.1, 0.7, 0.2, 0
578, 589, 3496, 0.509453, 0, 0, 0.4, 0.2, 0, 0.4
579, 590, 3496, 0.519648, 0, 0, 0, 0, 0.7, 0.3
580, 591, 3496, 0.51025, 0, 0, 0.1, 0.1, 0.7, 0.1
581, 592, 3496, 0.392387, 0.1, 0.1, 0, 0.7, 0, 0.1
582, 593, 3496, 0.394715, 0, 0.2, 0.3, 0, 0.2, 0.3
583, 594, 3496, 0.47374, 0, 0, 0.2, 0, 0.1, 0.7
584, 595, 3496, 0.444569, 0.4, 0, 0.1, 0.1, 0, 0.4
585, 596, 3496, 0.498391, 0.1, 0, 0, 0.2, 0.5, 0.2
586, 597, 3496, 0.396966, 0.5, 0, 0.2, 0, 0, 0.3
587, 598, 3496, 0.383802, 0, 0.6, 0.2, 0, 0.1, 0.1
588, 599, 3496, 0.424417, 0, 0, 0.8, 0, 0.1, 0.1
589, 600, 3496, 0.406069, 0.3, 0.1, 0.3, 0, 0, 0.3
590, 601, 3496, 0.401421, 0.1, 0.1, 0.3, 0.5, 0, 0
591, 602, 3496, 0.4548, 0, 0, 0.1, 0.6, 0, 0.3
592, 603, 3496, 0.439078, 0.2, 0, 0.5, 0, 0, 0.3
593, 604, 3496, 0.36233, 0.3, 0.4, 0, 0.1, 0.2, 0
594, 605, 3496, 0.441251, 0.3, 0, 0.3, 0, 0.1, 0.3
595, 606, 3496, 0.427564, 0.1, 0.1, 0.6, 0, 0, 0.2
596, 607, 3496, 0.431327, 0.3, 0.1, 0, 0, 0.6, 0
597, 608, 3496, 0.399517, 0.1, 0.8, 0, 0, 0.1, 0
598, 609, 3496, 0.45235, 0.5, 0, 0, 0.2, 0.3, 0
599, 610, 3496, 0.405032, 0.6, 0, 0.2, 0.1, 0, 0.1
600, 611, 3496, 0.481444, 0.1, 0, 0, 0, 0.1, 0.8
601, 612, 3496, 0.40473, 0.3, 0, 0.2, 0.1, 0.4, 0
602, 613, 3496, 0.365973, 0.5, 0.2, 0.1, 0.2, 0, 0
603, 614, 3496, 0.369518, 0.5, 0.4, 0, 0.1, 0, 0
604, 615, 3496, 0.362532, 0.6, 0.2, 0.1, 0, 0.1, 0
605, 616, 3496, 0.418321, 0.1, 0.1, 0.5, 0, 0, 0.3
606, 617, 3496, 0.395656, 0.3, 0, 0.6, 0, 0.1, 0
607, 618, 3496, 0.400801, 0.4, 0, 0.1, 0.3, 0.2, 0
608, 619, 3496, 0.376551, 0.5, 0.3, 0, 0, 0, 0.2
609, 620, 3496, 0.400893, 0.1, 0.8, 0, 0, 0, 0.1
610, 621, 3496, 0.508639, 0.2, 0, 0, 0, 0.1, 0.7
611, 622, 3496, 0.39145, 0.1, 0.5, 0, 0, 0.4, 0
612, 623, 3496, 0.494191, 0.1, 0.1, 0.2, 0, 0, 0.6
613, 624, 3496, 0.608544, 0, 0.1, 0, 0.2, 0.1, 0.6
614, 625, 3496, 0.39494, 0.2, 0, 0.4, 0, 0.4, 0
615, 626, 3496, 0.373658, 0.2, 0.5, 0.1, 0, 0.2, 0
616, 627, 3496, 0.453292, 0.1, 0, 0.5, 0, 0, 0.4
617, 628, 3496, 0.712214, 0, 0, 0, 0.2, 0.3, 0.5
618, 629, 3496, 0.487513, 0.3, 0, 0, 0.4, 0.2, 0.1
619, 630, 3496, 0.419671, 0.1, 0.6, 0, 0, 0, 0.3
620, 631, 3496, 0.655227, 0, 0, 0, 0, 0.3, 0.7
621, 632, 3496, 0.465826, 0, 0.3, 0, 0, 0.6, 0.1
622, 633, 3496, 0.509241, 0.2, 0, 0, 0.3, 0, 0.5
623, 634, 3496, 0.523555, 0, 0.1, 0, 0.8, 0.1, 0
624, 635, 3496, 0.383593, 0, 0.3, 0.2, 0, 0.3, 0.2
625, 636, 3496, 0.51162, 0, 0, 0.1, 0.1, 0, 0.8
626, 637, 3496, 0.426657, 0.1, 0.5, 0.3, 0.1, 0, 0
627, 638, 3496, 0.365618, 0.6, 0.1, 0.2, 0.1, 0, 0
628, 639, 3496, 0.452001, 0, 0.1, 0.1, 0.6, 0, 0.2
629, 640, 3496, 0.419655, 0, 0.1, 0.2, 0.5, 0.2, 0
630, 642, 3496, 0.373759, 0.4, 0.2, 0, 0.4, 0, 0
631, 643, 3496, 0.412652, 0.3, 0, 0.2, 0.4, 0.1, 0
632, 644, 3496, 0.442605, 0, 0, 0.4, 0, 0, 0.6
633, 645, 3496, 0.410059, 0, 0.6, 0.1, 0.1, 0, 0.2
634, 646, 3496, 0.409322, 0, 0.2, 0.3, 0, 0.5, 0
635, 647, 3496, 0.390777, 0.1, 0.7, 0, 0, 0.2, 0
636, 648, 3496, 0.349873, 0.4, 0.4, 0, 0, 0.1, 0.1
637, 649, 3496, 0.430303, 0.4, 0, 0, 0, 0.4, 0.2
638, 650, 3496, 0.460744, 0.3, 0, 0, 0.6, 0.1, 0
639, 651, 3496, 0.413246, 0, 0, 0.9, 0.1, 0, 0
640, 652, 3496, 0.606212, 0.1, 0, 0, 0.1, 0.3, 0.5
641, 653, 3496, 0.602726, 0, 0, 0, 0.1, 0.5, 0.4
642, 654, 3496, 0.405989, 0.1, 0.4, 0.4, 0.1, 0, 0
643, 655, 3496, 0.421233, 0, 0.3, 0.2, 0.1, 0, 0.4
644, 656, 3496, 0.385291, 0.1, 0.4, 0, 0, 0.3, 0.2
645, 657, 3496, 0.400988, 0.1, 0.2, 0, 0, 0.6, 0.1
646, 658, 3496, 0.407716, 0.1, 0.3, 0.1, 0.5, 0, 0
647, 659, 3496, 0.485274, 0, 0.2, 0, 0.2, 0.1, 0.5
648, 660, 3496, 0.417466, 0, 0.5, 0, 0.2, 0.2, 0.1
649, 661, 3496, 0.384931, 0.2, 0.1, 0, 0, 0.5, 0.2
650, 662, 3496, 0.410903, 0.1, 0.3, 0, 0.4, 0, 0.2
651, 663, 3496, 0.412709, 0.1, 0, 0.2, 0.7, 0, 0
652, 664, 3496, 0.365972, 0.3, 0.3, 0, 0.1, 0.3, 0
653, 665, 3496, 0.440499, 0, 0.5, 0, 0.3, 0.2, 0
654, 666, 3496, 0.406736, 0, 0, 0.2, 0.1, 0.6, 0.1
655, 667, 3496, 0.431807, 0, 0, 0.2, 0.3, 0.3, 0.2
656, 668, 3496, 0.372741, 0.4, 0.2, 0, 0.1, 0.3, 0
657, 669, 3496, 0.430505, 0, 0.2, 0.3, 0.2, 0.3, 0
658, 670, 3496, 0.409255, 0.1, 0, 0.3, 0.5, 0.1, 0
659, 671, 3496, 0.41249, 0.5, 0, 0, 0.3, 0, 0.2
660, 672, 3496, 0.434255, 0, 0.2, 0.3, 0.2, 0, 0.3
661, 673, 3496, 0.423872, 0.2, 0.1, 0, 0.1, 0.6, 0
662, 674, 3496, 0.448954, 0, 0, 0.2, 0, 0.3, 0.5
663, 675, 3496, 0.387573, 0.1, 0.4, 0.2, 0, 0.3, 0
664, 676, 3496, 0.430453, 0.5, 0, 0.1, 0.4, 0, 0
665, 677, 3496, 0.390481, 0.7, 0, 0.1, 0, 0.2, 0
666, 678, 3496, 0.431328, 0.2, 0, 0, 0.4, 0.3, 0.1
667, 679, 3496, 0.527294, 0, 0, 0, 0.6, 0.1, 0.3
668, 680, 3496, 0.376861, 0.2, 0.5, 0, 0.1, 0.2, 0
669, 681, 3496, 0.358596, 0.3, 0.3, 0, 0.3, 0, 0.1
670, 682, 3496, 0.437569, 0, 0.1, 0.1, 0, 0.8, 0
671, 683, 3496, 0.465072, 0, 0.1, 0.1, 0, 0.1, 0.7
672, 684, 3496, 0.679109, 0, 0, 0, 0.3, 0.1, 0.6
673, 685, 3496, 0.41249, 0.4, 0, 0.3, 0, 0.1, 0.2
674, 686, 3496, 0.375664, 0.2, 0, 0.4, 0, 0.3, 0.1
675, 687, 3496, 0.44948, 0.3, 0, 0.2, 0.2, 0, 0.3
676, 688, 3496, 0.495618, 0, 0.1, 0, 0, 0.5, 0.4
677, 689, 3496, 0.424795, 0, 0, 0.3, 0.5, 0, 0.2
678, 690, 3496, 0.387047, 0.4, 0.1, 0, 0.4, 0.1, 0
679, 691, 3496, 0.402383, 0, 0.2, 0.5, 0, 0.3, 0
680, 692, 3496, 0.567259, 0.2, 0, 0, 0.2, 0.1, 0.5
681, 693, 3496, 0.457646, 0, 0, 0.2, 0.3, 0.4, 0.1
682, 694, 3496, 0.420994, 0, 0, 0.7, 0.1, 0, 0.2
683, 695, 3496, 0.512567, 0, 0.2, 0, 0.2, 0.5, 0.1
684, 696, 3496, 0.416354, 0.2, 0.2, 0, 0.3, 0.3, 0
685, 697, 3496, 0.425161, 0, 0.1, 0.7, 0, 0, 0.2
686, 698, 3496, 0.415748, 0.7, 0, 0, 0.1, 0, 0.2
687, 699, 3496, 0.408364, 0.2, 0.3, 0, 0, 0.1, 0.4
688, 700, 3496, 0.399471, 0.1, 0.6, 0.1, 0.2, 0, 0
689, 701, 3496, 0.442974, 0.2, 0.1, 0, 0, 0.2, 0.5
690, 702, 3496, 0.395504, 0.4, 0.2, 0, 0, 0.1, 0.3
691, 703, 3496, 0.423127, 0.2, 0, 0.6, 0.1, 0.1, 0
692, 704, 3496, 0.401698, 0.3, 0, 0.3, 0.3, 0.1, 0
693, 706, 3496, 0.385154, 0.3, 0.7, 0, 0, 0, 0
694, 707, 3496, 0.433217, 0, 0.3, 0.1, 0.4, 0.2, 0
